,id,n1_n2,n1_n3,n1_t1,n1_t2,n1_t3,n1_t4,n1_t5,n1_t6,n1_y1,n1_y2,n1_y3,n2_n3,n2_t1,n2_t2,n2_t3,n2_t4,n2_t5,n2_t6,n2_y1,n2_y2,n2_y3,n3_t1,n3_t2,n3_t3,n3_t4,n3_t5,n3_t6,n3_y1,n3_y2,n3_y3,t1_t2,t1_t3,t1_t4,t1_t5,t1_t6,t1_y1,t1_y2,t1_y3,t2_t3,t2_t4,t2_t5,t2_t6,t2_y1,t2_y2,t2_y3,t3_t4,t3_t5,t3_t6,t3_y1,t3_y2,t3_y3,t4_t5,t4_t6,t4_y1,t4_y2,t4_y3,t5_t6,t5_y1,t5_y2,t5_y3,t6_y1,t6_y2,t6_y3,y1_y2,y1_y3,y2_y3
20,CCPL0000b2,35.81176523,34.77351907,34.91919283,35.29254678,32.27179054,34.76784948,36.79929022,30.73956016,35.81662658,34.98156789,29.35400966,34.41595319,34.59811453,34.5282102,32.23530773,34.69194416,36.07659105,30.26417259,35.72428707,35.49090389,29.05225757,37.10827354,37.58157495,36.23562578,33.98018602,34.22188047,28.34141735,36.55142788,34.25188068,27.16672424,37.74519685,36.07752565,34.14735321,34.53351024,28.85276798,36.73023704,34.49321989,27.60890964,36.25514988,33.901763,34.66325763,28.57594494,37.14602474,34.52136282,27.33063701,31.24505523,32.07460407,26.50941852,34.5137978,32.01953415,25.53747657,34.20671705,31.3102341,34.28588632,34.54604391,29.75494865,30.58799747,36.32821802,35.13721708,29.37785152,29.25997738,30.44308666,42.20418934,36.00929264,28.03293232,29.14316658
21,CCPL0000ci,34.56233028,32.33281616,34.62492469,32.144146,33.06886915,33.48986391,35.26314262,34.47448972,32.19580654,34.59087137,28.17422393,33.33960775,33.34296707,38.06565288,39.62707523,33.83661989,38.78440384,33.85584835,32.1772385,33.62409357,26.95730213,34.27677158,30.39363388,31.18552211,34.32240728,34.58433632,33.88047699,34.63214401,34.89368204,30.25310997,30.48350338,31.25911239,35.2119017,34.75104097,35.26226762,35.55474523,35.89315656,30.14408115,44.18430332,31.09581951,34.65875629,31.20761398,29.47709087,30.62796119,25.20908359,31.83497909,35.89471582,32.03808311,30.1621199,31.48614887,25.68977836,34.85719207,33.45551017,35.25820497,34.75209955,29.35973171,35.11244777,33.36816314,35.00803236,27.96050552,33.24767116,34.88375906,28.91606811,34.91193775,31.20559696,30.31459812
22,CCPL0000cy,33.58838085,34.20460466,32.51250986,30.05225662,34.17493347,35.00314954,35.21063808,29.06143669,29.44339279,33.58988765,33.59066967,34.22438625,32.10808281,30.61508659,35.13403181,35.70552353,34.57733158,29.51375488,30.19737247,33.97266868,33.89527324,34.24650196,29.11332611,34.24704555,35.05308155,34.36832193,28.12918667,28.61106876,35.34338955,36.00367788,26.91600803,31.77960876,32.68761161,31.73432354,26.19620804,26.48025516,36.9207621,37.0966864,31.66258815,31.35465625,31.58178333,40.61922315,39.86261848,28.0547047,28.00587658,36.66347507,35.65263275,30.54442409,31.08244423,33.67574695,33.61473087,36.15349535,30.1819897,30.6251717,34.53961614,34.50914148,30.50973896,30.70112709,33.15531496,33.19909099,38.47371105,27.22810749,27.14408878,27.67498497,27.5834227,37.63638738
23,CCPL0000db,30.01156334,30.16769413,35.65217737,41.52871135,44.52594761,39.99414209,43.17562584,41.84381012,25.14596943,30.32835964,42.15714458,34.74455837,31.93648819,30.9198666,30.44968132,31.32273201,29.66273788,30.68237308,31.68437484,42.32468132,30.62000755,31.09576706,30.77197555,30.49911979,30.83720211,30.01462463,30.47674659,29.83715538,35.56779865,30.53164962,37.05566887,36.95323232,36.69768814,35.73040012,36.67867902,26.21132377,32.18935493,37.50690941,44.0645552,41.65693525,41.89316038,42.44384769,25.61126712,31.21616844,41.89940695,41.92246917,44.97473243,44.06762127,25.35489563,30.78615192,44.54725984,39.81526378,45.92904094,25.82063678,31.65586475,40.91473583,41.74181465,24.95309356,30.02634529,42.38492731,25.45944217,31.00911621,42.28345874,31.68777946,25.42677406,30.90295318
24,CCPL0000dr,34.53906301,36.65442947,35.48565868,34.6368647,30.85683826,34.05870203,34.46648124,36.67115453,32.69357923,30.69712642,34.89564422,36.58145431,34.80581287,34.74053625,30.66653255,34.57364324,33.84744648,34.23813347,32.39370826,30.54868225,33.95589117,37.19234947,36.2527037,31.07368473,35.59509758,34.98274807,36.19299892,33.17864422,30.95002655,35.24530891,35.74434999,29.40649513,35.07493976,33.03132776,36.06431726,31.21478561,29.28865436,33.07635311,30.86445335,35.13672594,34.23203472,34.5293856,32.77705911,30.73469642,34.33020834,32.15529445,35.98388437,30.40905479,41.03256706,49.97807268,37.12621216,35.57236198,33.86174682,34.20986417,31.98734287,35.5080748,33.6461306,38.94012216,35.76943401,40.13385538,32.17821125,30.23459915,34.41250566,40.62718872,40.26860241,36.49493698
25,CCPL0000eu,30.85669044,35.17887596,34.94268421,30.85625175,35.85149292,33.80807403,33.37104562,35.43246034,34.70195774,31.11944679,35.45952324,32.76061777,31.57640461,25.83998684,31.10790733,30.6156588,38.02915338,31.18475918,31.90371994,26.06606487,31.0916138,34.90717415,29.23134807,34.09700874,32.88135532,35.23325447,34.78926185,35.01975301,29.55292705,34.73864082,30.18863681,36.04972128,33.81091598,34.46947101,35.16814474,44.88396171,30.44885162,35.37839655,31.1518145,30.20354751,27.5944281,30.93528274,29.76444248,44.7527409,31.0745478,35.53937677,34.03780464,35.56995634,35.78735355,31.21632103,35.90384964,32.96901945,34.04372934,33.47229246,30.40233139,34.25417665,33.85402445,34.77283958,27.87139896,33.79842046,34.95973829,31.31487373,46.52571682,30.00279907,35.14872793,31.40680317
26,CCPL0000i9,30.79329971,32.98529628,34.80350736,29.35409073,30.48320774,32.95836452,31.41672615,32.38567833,29.38059333,31.04396347,32.84400467,32.13931564,31.5512133,38.82474188,40.05508426,30.47496322,27.05274109,29.9601746,39.69119791,26.89012531,28.93735412,34.67056993,30.80186371,31.61643985,33.96279577,30.96852783,32.88722042,30.76463703,30.4919577,32.82270912,30.18223289,31.38624672,33.82368091,31.50422577,33.66930011,30.12972358,31.21640209,33.55412487,38.9823151,28.95262245,25.95154289,28.58819011,45.80086473,25.75909618,27.58512977,30.08658889,26.82399753,29.81293205,39.04838566,26.63389209,28.62271312,32.69909385,34.08600334,28.88439182,32.428906,34.77300409,32.84099344,25.89969162,39.56870083,36.50234226,28.45488075,32.89344553,35.24360183,25.70881847,27.49809745,36.35005954
27,CCPL0000ib,34.42018989,31.41134266,35.43860201,29.73767284,33.97126201,35.75417999,36.4027429,35.13646129,34.19546608,35.75949196,36.05126146,32.0057917,33.95331863,28.4034777,34.06412128,34.97759584,34.31212906,34.21256307,33.36125377,33.27765468,34.40596107,33.78642801,25.29570106,37.33916048,35.78275922,31.4603043,32.09354404,31.21091846,32.1844149,32.53473762,28.23905948,37.37542633,38.22502617,35.18125299,35.00505212,34.21755794,36.78232435,36.49970058,26.91329483,27.70464424,29.66557983,28.62512115,29.06344894,28.86966232,28.81949428,39.41593174,34.2685366,34.59211353,33.58170036,34.96370319,35.7787681,36.342845,36.30291465,34.45066694,36.9719601,37.37945083,35.41545871,34.08098701,35.74932817,36.5718675,34.63582042,35.82933191,35.19622806,33.87788776,33.9774299,36.93702224
28,CCPL0000ic,32.78772596,34.43039421,33.93264774,34.77068189,29.72116951,35.1040459,34.3688536,32.32737783,29.86511234,29.86511234,36.83200363,32.7340937,34.0874267,32.11006645,26.48274902,36.51485447,32.47241262,39.83881,26.60392765,26.60392765,36.23430256,32.95534614,33.39258674,30.01621727,34.64301351,42.19321493,32.1036959,30.20063881,30.20063881,36.39400963,37.11836818,28.0697966,36.36919979,32.61734251,34.92681268,28.1803656,28.1803656,36.92871336,29.91669658,34.81075767,33.1791735,32.03812603,30.02661709,30.02661709,36.32799629,28.2526112,30.34025673,26.15401272,45.50954107,45.50954107,29.11287311,34.27243713,36.44020561,28.40826038,28.40826038,39.99536279,31.64185051,30.53111557,30.53111557,35.92290167,26.26214031,26.26214031,36.10007051,inf,29.2640448,29.2640448
29,CCPL0000ig,35.87367777,34.42971233,33.88337377,30.79860214,34.06101946,35.23365978,34.30177931,35.103097,35.47465566,34.64754347,33.4342194,34.61074117,35.45583967,31.88737396,33.28624252,41.01109031,33.69293216,35.41060928,37.25186113,34.78490356,34.50586322,34.16571621,29.35612682,36.79527525,34.80304483,35.82202676,34.85085252,34.27559856,33.97591594,34.47840694,30.60367588,32.75259021,35.10656837,33.03634885,33.79396919,34.66817383,32.94007305,33.84319309,28.28499798,30.79,30.16137603,31.94561485,34.00044683,30.39112095,30.10493282,33.58624939,34.81061701,33.80017046,32.79288057,33.46323494,33.88957027,33.43441013,34.60990194,35.67819599,34.26438574,34.10823826,35.06619219,34.71642021,33.79300121,33.27101711,36.7498422,34.17596105,33.92024044,34.38552622,34.12119154,32.46144775
30,CCPL0000ih,33.05866722,32.31906894,34.86984018,34.52214483,33.31415418,35.10845903,31.04984764,33.76388792,34.58163027,35.41231159,35.19615654,37.86272291,33.4668136,30.31293873,29.37651638,33.91630176,27.82279018,33.40605262,34.71151832,34.32713989,34.34708837,32.84654859,29.44184307,28.55438713,32.88947824,27.06417564,32.88281206,33.7382603,33.56631521,33.51770643,33.2215834,32.12906364,34.76698164,30.14422897,33.2993913,35.61208967,36.87145237,34.73996166,41.87903169,33.92684702,38.04885153,31.94559578,32.77051929,33.49637989,33.55044607,32.65985969,39.25149921,30.94267849,31.60877231,32.23561767,32.33314995,30.73818687,33.5855842,35.11532787,35.48845295,35.58724407,29.29594997,29.84950069,30.21608356,30.32267574,33.91856435,34.04562954,33.97633079,37.26644996,35.05385164,35.57420257
